Condition,bern_param_play,bern_param_not_play,dP,impact,text_instruction,is_task_obs,bern_param_left_down,bern_param_left_up,bern_param_right_down,bern_param_right_up,bern_param_z,bern_param_up,bern_param_down,trainingRun.thisRepN,trainingRun.thisTrialN,trainingRun.thisN,trainingRun.thisIndex,trainingBlocks.thisRepN,trainingBlocks.thisTrialN,trainingBlocks.thisN,trainingBlocks.thisIndex,firstRun.thisRepN,firstRun.thisTrialN,firstRun.thisN,firstRun.thisIndex,firstBlocks.thisRepN,firstBlocks.thisTrialN,firstBlocks.thisN,firstBlocks.thisIndex,loop_exps23.thisRepN,loop_exps23.thisTrialN,loop_exps23.thisN,loop_exps23.thisIndex,innerRun.thisRepN,innerRun.thisTrialN,innerRun.thisN,innerRun.thisIndex,innerBlocks.thisRepN,innerBlocks.thisTrialN,innerBlocks.thisN,innerBlocks.thisIndex,text_instr.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,text_instr_2.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,text_instr_3.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,text_instr_13.started,key_resp_8.started,image_avec.started,image_sans.started,image_victoire.started,image_defaite.started,text_avec.started,text_sans.started,text_victoire.started,text_defaite.started,key_resp_8.keys,key_resp_8.rt,text_3.started,text_3.stopped,cross.started,cross.stopped,key_resp_training.started,avec_training.started,sans_training.started,nombre_match_training.started,text_question.started,cross_training.started,image_avec_training.started,image_sans_training.started,joueur.started,key_resp_training.keys,key_resp_training.corr,key_resp_training.rt,text_question_outcome.started,nombre_match_training_outcome.started,text_avec_fb.started,text_sans_fb.started,image_avec_outcome_training.started,image_sans_outcome_training.started,cross_outcome_training.started,joueur_feedback.started,image_outcome_training.started,text_resultat.started,cross_outcome_training.stopped,image_outcome_training.stopped,text_resultat.stopped,attractiveness.started,text_question_1.started,validate.started,mouse_15.started,slider_recommandation.started,text_recommandation.started,attractiveness.response,attractiveness.rt,mouse_15.x,mouse_15.y,mouse_15.leftButton,mouse_15.midButton,mouse_15.rightButton,mouse_15.time,mouse_15.clicked_name,slider_recommandation.response,slider_recommandation.rt,text.started,key_resp_9.started,key_resp_9.keys,key_resp_9.rt,text_2.started,text_instr_11.started,key_resp_11.started,avec_inst_23.started,sans_instr_23.started,domicile_instr_23.started,exterieur_instr_23.started,avec_instr_23.started,sans_inst_23.started,domicile_inst_23.started,exterieur_inst_23.started,key_resp_11.keys,key_resp_11.rt,observation_var.routineStartVal,key_resp_3.started,avec3.started,sans3.started,domicile3.started,exterieur3.started,observation.started,text_nombre_matchs_third.started,text_question_trial23.started,text_numero_joueur.started,cross_fixation.started,image_avec_cues_23.started,image_sans_cues_23.started,image_domicile_cues_23.started,image_exterieur_cues_23.started,question_mark3.started,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,observation_var.routineEndVal,fb_text_choice_component.started,nombre_matchs_third_outcome.started,avec3_outcome.started,sans3_outcome.started,domicile3_outcome.started,exterieur3_outcome.started,domicile_feedback23.started,exterieur_feedback23.started,text_question_outcome23.started,text_joueur_numero.started,cross_feedback23.started,avec_feedback23.started,sans_feedback23.started,image_outcome3.started,resultat3_outcome.started,cross_feedback23.stopped,image_outcome3.stopped,resultat3_outcome.stopped,outcome3_var.routineEndVal,text_instr_12.started,key_resp_12.started,key_resp_12.keys,key_resp_12.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.655234584002756,13.655234584002756,space,1.68849220899574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963213,001,A,2023-04-11_13h27.25.100,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.411345166998217,15.411345166998217,space,0.2910895840032026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963213,001,A,2023-04-11_13h27.25.100,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.721666541998275,15.721666541998275,space,0.4557163749996107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963213,001,A,2023-04-11_13h27.25.100,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.197859416992287,16.197859416992287,16.197859416992287,16.197859416992287,16.197859416992287,16.197859416992287,16.197859416992287,16.197859416992287,16.197859416992287,16.197859416992287,space,31.90575908300525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963213,001,A,2023-04-11_13h27.25.100,vb_task_exp_1,2022.2.5,None,
2,0.4,0.8,-0.4,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.114577999993344,50.129637958991225,50.129637958991225,50.463311999992584,50.463311999992584,50.463311999992584,50.463311999992584,50.463311999992584,50.463311999992584,50.463311999992584,50.463311999992584,50.463311999992584,50.463311999992584,left,0,0.40241283299110364,50.9066241249966,50.9066241249966,50.9066241249966,50.9066241249966,50.9066241249966,50.9066241249966,50.9066241249966,50.9066241249966,51.39023512499989,51.39023512499989,51.41576408399851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963213,001,A,2023-04-11_13h27.25.100,vb_task_exp_1,2022.2.5,None,
2,0.4,0.8,-0.4,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.88031154200144,53.2046591249964,53.2046591249964,53.2046591249964,53.2046591249964,53.2046591249964,53.2046591249964,53.2046591249964,53.2046591249964,53.2046591249964,53.2046591249964,right,0,0.7567340419918764,53.98945616699348,53.98945616699348,53.98945616699348,53.98945616699348,53.98945616699348,53.98945616699348,53.98945616699348,53.98945616699348,54.47976699999708,54.47976699999708,54.505555249998,55.95423012498941,55.95423012498941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963213,001,A,2023-04-11_13h27.25.100,vb_task_exp_1,2022.2.5,None,
2,0.4,0.8,-0.4,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.97789858399483,56.32346304199018,56.32346304199018,56.32346304199018,56.32346304199018,56.32346304199018,56.32346304199018,56.32346304199018,56.32346304199018,56.32346304199018,56.32346304199018,left,0,0.3127871670003515,56.66624824999599,56.66624824999599,56.66624824999599,56.66624824999599,56.66624824999599,56.66624824999599,56.66624824999599,56.66624824999599,57.16218937499798,57.16218937499798,57.18752270899131,58.634930333995726,58.634930333995726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963213,001,A,2023-04-11_13h27.25.100,vb_task_exp_1,2022.2.5,None,
2,0.4,0.8,-0.4,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.64277474999835,58.97763137498987,58.97763137498987,58.97763137498987,58.97763137498987,58.97763137498987,58.97763137498987,58.97763137498987,58.97763137498987,58.97763137498987,58.97763137498987,right,0,0.27041745799942873,59.28036804198928,59.28036804198928,59.28036804198928,59.28036804198928,59.28036804198928,59.28036804198928,59.28036804198928,59.28036804198928,59.76936374999059,59.76936374999059,59.7935355840018,61.24243616699823,61.24243616699823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963213,001,A,2023-04-11_13h27.25.100,vb_task_exp_1,2022.2.5,None,
2,0.4,0.8,-0.4,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.26687712500279,61.605221916994196,61.605221916994196,61.605221916994196,61.605221916994196,61.605221916994196,61.605221916994196,61.605221916994196,61.605221916994196,61.605221916994196,61.605221916994196,left,0,0.2581510839954717,61.89675149999675,61.89675149999675,61.89675149999675,61.89675149999675,61.89675149999675,61.89675149999675,61.89675149999675,61.89675149999675,62.39049704199715,62.39049704199715,62.41571712499717,63.8654938339896,63.8654938339896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963213,001,A,2023-04-11_13h27.25.100,vb_task_exp_1,2022.2.5,None,
2,0.4,0.8,-0.4,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.90848929199274,63.90848929199274,63.90848929199274,0.0028181249945191666,63.90848929199274,63.90848929199274,0.0,3.6169347910035867,"[0.08961303462321792, 0.003054989816700611, -0.0560081466395112, -0.04378818737270876, 0.43584521384928715]","[-0.0050916496945010185, 0.004073319755600814, -0.31873727087576376, -0.3054989816700611, -0.3044806517311609]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[2.3565745829982916, 3.5250860000087414, 4.883786541002337, 5.421061541012023, 6.632665041004657]",['validate'],0.06211812627291241,5.505655083004967,70.5098487919895,70.5098487919895,space,2.6979425829922548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963213,001,A,2023-04-11_13h27.25.100,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.2270595000009,75.2270595000009,75.2270595000009,75.2270595000009,75.2270595000009,75.2270595000009,75.2270595000009,75.2270595000009,75.2270595000009,75.2270595000009,space,2.000364791994798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2234266250016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963213,001,A,2023-04-11_13h27.25.100,vb_task_exp_1,2022.2.5,None,
8,0.8,0.2,0.6,6,,,,,,,,,,,,,,,,,,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.06396258399764,156.398115709002,156.398115709002,156.398115709002,156.398115709002,156.398115709002,156.398115709002,156.398115709002,156.398115709002,156.398115709002,156.398115709002,left,0,1.5892451249965234,158.0135565840028,158.0135565840028,158.0135565840028,158.0135565840028,158.0135565840028,158.0135565840028,158.0135565840028,158.0135565840028,158.5127529589954,158.5127529589954,158.53841041699343,159.984886249993,159.984886249993,160.02424187499855,160.02424187499855,160.02424187499855,0.013627042004372925,160.02424187499855,160.02424187499855,8.0,2.3179712909914088,"[0.3564154786150713, 0.04276985743380855, 0.40835030549898166]","[-0.007128309572301426, -0.285132382892057, -0.3065173116089613]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.1887307500001043, 3.071510791996843, 3.7086941250017844]",['validate'],0.9276985743380854,3.1537689580000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963213,001,A,2023-04-11_13h27.25.100,vb_task_exp_1,2022.2.5,None,
7,0.8,0.2,0.6,6,,,,,,,,,,,,,,,,,,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.12771387500106,240.45834879200265,240.45834879200265,240.45834879200265,240.45834879200265,240.45834879200265,240.45834879200265,240.45834879200265,240.45834879200265,240.45834879200265,240.45834879200265,left,0,0.24733533398830332,240.736478833991,240.736478833991,240.736478833991,240.736478833991,240.736478833991,240.736478833991,240.736478833991,240.736478833991,241.22278058399388,241.22278058399388,241.24765191700135,240.10331512500125,240.10331512500125,242.73850391698943,242.73850391698943,242.73850391698943,0.005008957989048213,242.73850391698943,242.73850391698943,8.0,1.9508445840037894,"[0.3564154786150713, 0.04175152749490835, 0.40122199592668023]","[0.0050916496945010185, -0.28105906313645623, -0.29124236252545826]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.859902875003172, 2.97612783301156, 3.75992320801015]",['validate'],0.9175152749490835,3.064122583004064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963213,001,A,2023-04-11_13h27.25.100,vb_task_exp_1,2022.2.5,None,
1,0.2,0.8,-0.6,-6,,,,,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.4305453339912,324.76802895899164,324.76802895899164,324.76802895899164,324.76802895899164,324.76802895899164,324.76802895899164,324.76802895899164,324.76802895899164,324.76802895899164,324.76802895899164,left,0,0.2447806669952115,325.0412134590006,325.0412134590006,325.0412134590006,325.0412134590006,325.0412134590006,325.0412134590006,325.0412134590006,325.0412134590006,325.53549437499896,325.53549437499896,325.5614414589945,327.00801891699666,327.00801891699666,327.0395897089911,327.0395897089911,327.0395897089911,0.0028338330012047663,327.0395897089911,327.0395897089911,2.0,4.137126665998949,"[0.0824847250509165, 0.03767820773930754, 0.3788187372708758]","[0.0, -0.2983706720977597, -0.3014256619144603]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.008207332997699, 6.9918073330045445, 7.876913999993121]",['validate'],0.8767820773930753,7.094479042003513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963213,001,A,2023-04-11_13h27.25.100,vb_task_exp_1,2022.2.5,None,
6,0.5,0.5,0.0,0,,,,,,,,,,,,,,,,,,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.24509554199176,411.5753987920034,411.5753987920034,411.5753987920034,411.5753987920034,411.5753987920034,411.5753987920034,411.5753987920034,411.5753987920034,411.5753987920034,411.5753987920034,right,0,0.24992474999453407,411.85107945899654,411.85107945899654,411.85107945899654,411.85107945899654,411.85107945899654,411.85107945899654,411.85107945899654,411.85107945899654,412.3515118340001,412.3515118340001,412.3765524999908,413.8208448749938,413.8208448749938,413.8522029589949,413.8522029589949,413.8522029589949,0.0037550830020336434,413.8522029589949,413.8522029589949,0.0,2.2541620830015745,"[0.0, -0.04276985743380855, 0.36761710794297353]","[0.003054989816700611, -0.3034623217922607, -0.2953156822810591]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.164181040992844, 3.0362730829947395, 3.858792540995637]",['validate'],0.0723014256619145,3.1400415420066565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963213,001,A,2023-04-11_13h27.25.100,vb_task_exp_1,2022.2.5,None,
4,0.5,0.5,0.0,0,,,,,,,,,,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.6036570839933,492.935016916992,492.935016916992,492.935016916992,492.935016916992,492.935016916992,492.935016916992,492.935016916992,492.935016916992,492.935016916992,492.935016916992,right,0,0.17933687499316875,493.14760416699573,493.14760416699573,493.14760416699573,493.14760416699573,493.14760416699573,493.14760416699573,493.14760416699573,493.14760416699573,493.6325993339997,493.6325993339997,493.6576406249951,492.57911754200177,492.57911754200177,495.1478145000001,495.1478145000001,495.1478145000001,0.005132665988639928,495.1478145000001,495.1478145000001,1.0,2.737339166997117,"[0.04786150712830957, -0.04073319755600815, 0.390020366598778]","[0.004073319755600814, -0.3054989816700611, -0.3004073319755601]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.6282576249941485, 4.829323583995574, 5.52763604199572]",['validate'],0.09266802443991856,4.910664374998305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963213,001,A,2023-04-11_13h27.25.100,vb_task_exp_1,2022.2.5,None,
9,0.8,0.2,0.6,6,,,,,,,,,,,,,,,,,,0,5,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.1428273749916,578.4643518340017,578.4643518340017,578.4643518340017,578.4643518340017,578.4643518340017,578.4643518340017,578.4643518340017,578.4643518340017,578.4643518340017,578.4643518340017,left,0,0.25200591700559016,578.7533759999933,578.7533759999933,578.7533759999933,578.7533759999933,578.7533759999933,578.7533759999933,578.7533759999933,578.7533759999933,579.243731124996,579.243731124996,579.2685545419954,580.7164637499955,580.7164637499955,580.7528398750001,580.7528398750001,580.7528398750001,0.0016022500058170408,580.7528398750001,580.7528398750001,5.0,1.8330509999941569,"[0.225050916496945, 0.062118126272912425, 0.054989816700611, 0.4409368635437882]","[-0.0010183299389002036, -0.31160896130346233, -0.3034623217922607, -0.31262729124236255]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[1.7457295000058366, 2.84666508299415, 3.234853417001432, 3.8331462500063935]",['validate'],1,3.3373308750014985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963213,001,A,2023-04-11_13h27.25.100,vb_task_exp_1,2022.2.5,None,
5,0.5,0.5,0.0,0,,,,,,,,,,,,,,,,,,0,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.3578074999969,660.6905328749999,660.6905328749999,660.6905328749999,660.6905328749999,660.6905328749999,660.6905328749999,660.6905328749999,660.6905328749999,660.6905328749999,660.6905328749999,left,0,0.22711925000476185,660.9553704999998,660.9553704999998,660.9553704999998,660.9553704999998,660.9553704999998,660.9553704999998,660.9553704999998,660.9553704999998,661.447493959,661.447493959,661.4730272500019,662.9254512089974,662.9254512089974,662.9566874169977,662.9566874169977,662.9566874169977,0.005291624998790212,662.9566874169977,662.9566874169977,4.0,1.8841633749980247,"[0.1894093686354379, 0.05091649694501019, 0.4460285132382892, 0.42362525458248473]","[-0.003054989816700611, -0.29429735234215887, -0.31568228105906315, -0.2983706720977597]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[1.774610374995973, 2.45897808400332, 3.061690375005128, 3.695287084003212]",['validate'],1,2.540317374994629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963213,001,A,2023-04-11_13h27.25.100,vb_task_exp_1,2022.2.5,None,
3,0.2,0.8,-0.6,-6,,,,,,,,,,,,,,,,,,0,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742.1290026249917,742.4714561250003,742.4714561250003,742.4714561250003,742.4714561250003,742.4714561250003,742.4714561250003,742.4714561250003,742.4714561250003,742.4714561250003,742.4714561250003,left,0,0.3064319999975851,742.8128444169997,742.8128444169997,742.8128444169997,742.8128444169997,742.8128444169997,742.8128444169997,742.8128444169997,742.8128444169997,743.3072043339926,743.3072043339926,743.3331001249899,744.7829806669906,744.7829806669906,744.8102505839925,744.8102505839925,744.8102505839925,0.004004166999948211,744.8102505839925,744.8102505839925,-5.0,1.9539332919957815,"[-0.2230142566191446, -0.05091649694501019, 0.4226069246435845]","[0.01120162932790224, -0.2983706720977597, -0.3034623217922607]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.8651364580000518, 2.99006041699613, 3.8611749169940595]",['validate'],0,3.0928698329953477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963213,001,A,2023-04-11_13h27.25.100,vb_task_exp_1,2022.2.5,None,
2,0.2,0.8,-0.6,-6,,,,,,,,,,,,,,,,,,0,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.7519922089996,825.0832067919982,825.0832067919982,825.0832067919982,825.0832067919982,825.0832067919982,825.0832067919982,825.0832067919982,825.0832067919982,825.0832067919982,825.0832067919982,right,0,0.12994641700061038,825.2434877920023,825.2434877920023,825.2434877920023,825.2434877920023,825.2434877920023,825.2434877920023,825.2434877920023,825.2434877920023,825.7309807919955,825.7309807919955,825.7561596250016,827.2046899589914,827.2046899589914,827.2479285839945,827.2479285839945,827.2479285839945,0.010740291996626183,827.2479285839945,827.2479285839945,-6.0,1.491703708001296,"[-0.28818737270875766, -0.045824847250509164, 0.3421588594704684, 0.3757637474541752]","[-0.006109979633401222, -0.2973523421588595, -0.3024439918533605, -0.3024439918533605]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[1.403384500008542, 2.7361706660012715, 3.35764920800284, 3.9302735410019523]",['validate'],0.04175152749490835,2.796786916995188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963213,001,A,2023-04-11_13h27.25.100,vb_task_exp_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831.1623489170015,831.1623489170015,space,2.1398393330018735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963213,001,A,2023-04-11_13h27.25.100,vb_task_exp_1,2022.2.5,None,
7,,,,-6,"Deuxième saison:  
  L'emplacement du match influence les performances de l'équipe.Vous avez la possibilité de sélectionner le nouveau joueur pour participer au match ou de choisir le lieu du match (à domicile ou à l’extérieur, figures ci-dessous). Pour un certain nombre de matchs tirés au hasard, l'entraîneur adjoint prendra les décisions à votre place: dans ce cas, utilisez la touche espace pour afficher les décisions de l’adjoint. 
 Appuyez sur la touche espace pour commencer. ",1,0.8,0.2,0.2,0.8,0.6,0.4,0.6,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,850.6443186669931,850.985120583995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.3472272090003,833.3472272090003,833.3472272090003,833.3472272090003,833.3472272090003,833.3472272090003,833.3472272090003,833.3472272090003,833.3472272090003,833.3472272090003,space,17.27412600000389,1,850.985120583995,850.985120583995,850.985120583995,850.985120583995,850.985120583995,850.985120583995,850.985120583995,850.985120583995,850.985120583995,850.985120583995,850.985120583995,850.985120583995,850.985120583995,850.985120583995,852.9598254589946,space,0,2.39936624999973,1,853.4497709169955,853.4497709169955,853.4497709169955,853.4497709169955,853.4497709169955,853.4497709169955,853.4497709169955,853.4497709169955,853.4497709169955,853.4497709169955,853.4497709169955,853.4497709169955,853.4497709169955,853.9018637089903,853.9018637089903,853.9787558749958,855.879095833996,855.879095833996,[1],,,,,963213,001,A,2023-04-11_13h27.25.100,vb_task_exp_1,2022.2.5,None,
7,,,,-6,"Deuxième saison:  
  L'emplacement du match influence les performances de l'équipe.Vous avez la possibilité de sélectionner le nouveau joueur pour participer au match ou de choisir le lieu du match (à domicile ou à l’extérieur, figures ci-dessous). Pour un certain nombre de matchs tirés au hasard, l'entraîneur adjoint prendra les décisions à votre place: dans ce cas, utilisez la touche espace pour afficher les décisions de l’adjoint. 
 Appuyez sur la touche espace pour commencer. ",1,0.8,0.2,0.2,0.8,0.6,0.4,0.6,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,6,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,855.8924944169994,856.2337622920022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,856.2337622920022,856.2337622920022,856.2337622920022,856.2337622920022,856.2337622920022,856.2337622920022,856.2337622920022,856.2337622920022,856.2337622920022,856.2337622920022,856.2337622920022,856.2337622920022,856.2337622920022,856.2337622920022,,space,0,1.0305916250072187,1,857.3246555419901,857.3246555419901,857.3246555419901,857.3246555419901,857.3246555419901,857.3246555419901,857.3246555419901,857.3246555419901,857.3246555419901,857.3246555419901,857.3246555419901,857.3246555419901,857.3246555419901,857.77814983399,857.77814983399,857.8545144169912,,,[0],,,,,963213,001,A,2023-04-11_13h27.25.100,vb_task_exp_1,2022.2.5,None,
7,,,,-6,"Deuxième saison:  
  L'emplacement du match influence les performances de l'équipe.Vous avez la possibilité de sélectionner le nouveau joueur pour participer au match ou de choisir le lieu du match (à domicile ou à l’extérieur, figures ci-dessous). Pour un certain nombre de matchs tirés au hasard, l'entraîneur adjoint prendra les décisions à votre place: dans ce cas, utilisez la touche espace pour afficher les décisions de l’adjoint. 
 Appuyez sur la touche espace pour commencer. ",1,0.8,0.2,0.2,0.8,0.6,0.4,0.6,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,6,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,859.774186124996,860.106170250001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,860.106170250001,860.106170250001,860.106170250001,860.106170250001,860.106170250001,860.106170250001,860.106170250001,860.106170250001,860.106170250001,860.106170250001,860.106170250001,860.106170250001,860.106170250001,860.106170250001,,space,0,1.3866776659997413,1,861.5586525839899,861.5586525839899,861.5586525839899,861.5586525839899,861.5586525839899,861.5586525839899,861.5586525839899,861.5586525839899,861.5586525839899,861.5586525839899,861.5586525839899,861.5586525839899,861.5586525839899,862.0142588750023,862.0142588750023,862.0904257499933,863.9989697499987,863.9989697499987,[1],,,,,963213,001,A,2023-04-11_13h27.25.100,vb_task_exp_1,2022.2.5,None,
